index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
585,시금치크림치즈 빵,기타,기타,303,36.07,9.2,13.54,2.28,http://www.foodsafetykorea.go.kr/uploadimg/20210202/20210202054852_1612255732266.jpg,(반죽재료) 통밀가루 50g  강력분 200g  인스턴트 드라이 이스트 3g  사과종 45ml  물 120ml  소금 2g  달걀 50g(1개)  올리브유 15g  시금치 소량  말린 방울토마토 4~5개 (속재료) 시금치 50g  다진 마늘 3g   볶음 참깨 60g  올리브유 8g  소금 소량  후추 소량  크림치즈 100g,말린 방울토마토의 풍미가 시금치와 어우러져 단맛 없이도 맛있게 즐기게 했어요. 사과종은 사과주스로 대체하고 계량제를 5g 더 넣어주세요.,"1. (속재료) 시금치  다진 마늘  볶은 참깨  올리브유  소금  후추를 블랜더로 갈아 시금치 페스토를 만들고 크림치즈와 섞는다.||2. 물  계란  소금  올리브유  사과종  드라이 이스트와 체 친 가루류를 넣고 한 덩이가 되도록 반죽한 뒤 시금치를 작게 잘라 넣어 섞는다.||3. 매끈한 반죽이 되면 8등분 하여 둥글리기를 하고 15분간 중간 발효한다.||4. 중간 발효가 끝난 반죽을 납작하게 펴고 안에 시금치 필링을 넣어 잘 봉합한 뒤 팬에 놓고 살짝 눌러준다.||5. ""중앙에 말린 방울토마토를 얹어 30분간 2차 발효 한다.
★방울토마토를 반으로 잘라 100℃ 오븐에 1시간 구워 사용했어요.""||6. 180℃로 예열한 오븐에 15분간 굽는다.",0,통밀가루 강력분 드라이이스트 사과종 물 소금 달걀 올리브유 시금치 말린 방울토마토 시금치 마늘  볶음 참깨 올리브유 소금 후추 크림치즈
586,무말랭이김치,기타,반찬,10.86,2.56,0.14,0,1.85,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408105718_1554688638823.jpg,무말랭이 10g  식초 30g  설탕 25g  레몬 8g  당근 5g  오이 5g  피클링스파이스 5g  물 100g,소금에 절인 김치와 다르게 말린 무말랭이로 식감을 주고 식초와 설탕  피클링스파이스로 나트륨이 적고 상큼하고 개운한 맛의 김치를 만들 수 있어요.,1. 무말랭이를 물에 불린다.||2. 식초  설탕  피클링스파이스  물을 넣고 끓인다.||3. 끓인 물을 식힌다.||4. 레몬  당근  오이를 적당한 크기로 자른다.||5. 4를 3에 넣어 하루 이상 숙성시킨다.||6. 보기 좋게 담는다.,0,무말랭이 식초 설탕 레몬 당근 오이 피클링스파이스 물
587,코울슬로샐러드,기타,반찬,44.1,4.2,0.6,2.8,26.8,http://www.foodsafetykorea.go.kr/uploadimg/20230308/20230308020951_1678252191936.jpg,필수 재료 : 양배추(30g)  양파(10g)  적파프리카(3g)  청피망(3g) 마요네즈드레싱 : 마요네즈(5g)  설탕(1g)  식초(0.5g),마요네즈와 식초로 새콤하게 무쳐내 싱거운 맛을 보완했어요.,1. 양배추와 양파  적파프리카  청피망을 깨끗이 씻는다.||2. 양배추와 양파를 잘게 썬다.||3. 적파프리카와 청피망은 씨를 제거하고 잘게 썬다.||4. 마요네즈드레싱 재료를 고루 섞는다.||5. 볼에 썰어둔 채소를 담는다.||6. 마요네즈드레싱을 넣고 버무려 마무리한다.,0,양배추 양파 적파프리카 청피망 마요네즈 설탕 식초
588,마들깨미역국,끓이기,국&찌개,161.9,13.1,6.8,9.2,173.6,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309012227_1583727747787.JPG,건미역 4g  마 40g  깐들깨가루 17g  건다시마 1g  참기름 2.5g  마늘 2.5g  물 300ml,들깨가루의 고소한 맛으로 나트륨 사용을 줄였어요.,1. 다시 육수를 만들어 준다.||2. 건미역은 불려 잘게 썰어준다.||3. 마는 껍질을 제거한 후 깍둑 썰기하여 준비한다.||4. 참기름을 두르고 미역과 마늘을 볶다가 육수를 부어 끓인다.||5. 끓어오른 미역국에 마를 넣어 익혀준다.||6. 들깨가루를 넣어 한소끔 끓여낸다.,0,건미역 마 깐들깨가루 건다시마 참기름 마늘 물
589,바지락맑은국,끓이기,국&찌개,9.9,0.8,1.5,0.1,82.7,http://www.foodsafetykorea.go.kr/uploadimg/20230307/20230307040515_1678172715096.jpg,필수재료 : 바지락(60g)  팽이버섯(20g)  홍고추(5g)  쑥갓(2g) 육수 : 다시마(5g)  청양고추(3g)  무(10g)  대파(5g)  물(300g),향신채소인 홍고추와 쑥갓을 이용해서 나트륨 함량을 낮췄어요.,1. 물에 다시마  청양고추  대파  한 입 크기로 썬 무를 넣고 끓인다.||2. 육수가 끓으면 청양고추와 다시마를 건진다.||3. 해감한 바지락을 넣고 끓인다.||4. 팽이버섯은 밑동을 자른 뒤 적당히 가르고  홍고추는 어슷 썰고  쑥갓은 먹기 좋은 크기로 썬다.||5. 국에 팽이버섯을 넣고 끓인다.||6. 홍고추와 쑥갓을 넣고 마무리한다.,0,바지락 팽이버섯 홍고추 쑥갓 다시마 청양고추 무 대파 물
590,통배추 겉절이,기타,반찬,22,2.6,1,0.8,110.2,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313025524_1678686924073.jpg,필수 재료 : 통배추(25g)  쪽파(1g)  마늘(1g)  생강(0.5g) 양념 : 소금(0.1g)  홍시(1g)  고춧가루(1g)  젓갈(1g)  통깨(1g)  참기름(0.5g),달콤한 홍시를 사용하여 소금 사용량을 줄였어요.,1. 배추는 연한 잎으로 골라 한 장씩 떼어 길게 갈라놓는다.||2. 배추에 소금을 뿌려 절인다.||3. 쪽파는 4cm 길이로 썰고  마늘과 생강은 다진다.||4. 고춧가루에 홍시를 으깨서 나머지 양념을 섞는다.||5. 물기를 제거한 배추에 고춧가루 양념을 넣고 무친다.||6. 쪽파  통깨  참기름을 넣고 마무리한다.,0,통배추 쪽파 마늘 생강 소금 홍시 고춧가루 젓갈 통깨 참기름
591,포니언 스프,끓이기,일품,187.8,24.1,5,7.9,109.1,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313030603_1678687563726.jpg,필수재료 : 감자(100g)  양파(40g)  우유(30g)  시판 크루통(7g)  파슬리가루(1g) 양념 : 버터(5g)  소금(0.3g)  후춧가루(0.3g),육수 대신 채소와 우유만으로 담백하게 끓여 나트륨 함량을 줄였어요. 허브  통후추 등의 향신 재료로 저염수프를 더 맛있게 만들 수 있어요.,1. 감자는 슬라이스하고  양파는 채 썬다.||2. 끓는 물(5컵)에 감자를 넣어 7분간 삶아 건진다.||3. 중간 불로 달군 팬에 버터를 두른 뒤 양파를 넣어 3~5분간 볶아 꺼낸다.||4. 믹서에 삶은 감자와 양파  우유를 넣어 곱게 간다.||5. 냄비에 믹서에 간 재료들을 넣어 약한 불로 3분간 끓여 농도를 맞춘다.||6. 소금과 후춧가루로 간을 맞춘 뒤 시판 크루통과 파슬리가루를 올린다.,0,감자 양파 우유 크루통 파슬리가루 버터 소금 후추
592,가지 탕수육,튀기기,일품,297.2,27.2,7.5,17.6,596.3,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NeTnFJF8rC,돼지고기(70g)  두부(50g)  아삭이고추(30g)  가지(60g)  식용유(100ml)  소금(0.3g)  후춧가루(0.2g)  간장(20g)  올리고당(30g)  식초(10g)  전분(10g)  튀김가루(50g),가지는 칼로리가 낮고 수분이 많으며  칼륨이 풍부하여 나트륨 배출에 도움을 줘요.,1. 돼지고기  두부  아삭이고추는 잘게 다지고  가지는 어슷하게 4등분해 가운데 칼집을 넣는다.||2. 다진 돼지고기는 밑간한 뒤 다진 두부  고추를 넣어 섞는다.||3. 칼집을 넣은 가지에 밑간한 돼지고기를 채운 뒤 튀김가루를 묻힌다.||4. 튀김가루를 묻힌 가지는 180℃로 예열한 식용유(100㎖)에 7~8분간 두 번 튀긴다.||5. 냄비에 가지소스 재료와 물(100㎖)을 넣어 4분간 끓인다.||6. 그릇에 튀긴 가지를 얹고 가지소스를 뿌린다.,0,돼지고기 두부 오이고추 가지 식용유 소금 후추 간장 올리고당 식초 전분 튀김가루
593,토마토소스 애호박냉파스타,기타,기타,121.7,9.4,2.7,8.1,425.3,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr9bhk,[ 2인분 ] 토마토(2개)  참외(1개)  오이(1개)  양파(½개)  마늘(3쪽)  애호박(1개)  바질잎(4장)  블랙올리브 파우더(약간)  레몬즙(1Ts)  올리브유(5Ts)  소금(0.4Ts)  페페론치노(0.3Ts)  저염 간장(0.5Ts)  식초(2Ts)  꿀(1Ts),칼륨 함량이 높은 토마토  참외  애호박은 나트륨 배출에 도움을 줘요.,1. 토마토는 꼭지를 제거하고  열십자로 칼집을 낸 뒤 끓는 물에 30초간 데쳐 건지고  껍질을 제거해 한입 크기로 썬다.||2. 참외는 깨끗하게 씻어 2등분해 씨를 제거한 뒤 한입 크기로 썰고  오이와 양파는 한입 크기로 썰고  마늘은 꼭지를 제거한 뒤 4등분한다.||3. 애호박은 스파이럴라이저로 썰고  끓는 물에 30초간 데쳐 건진 뒤 한 김 식히고  레몬즙(1Ts)  올리브유(2Ts)  소금(0.1Ts)에 버무린다.||4. 믹서에 토마토  오이  참외  양파  마늘  바질잎(3장)  페페론치노  차가운 물(½컵)을 넣어 곱게 갈아 토마토소스를 만든다.||5. 저염 간장  식초  꿀  올리브유(3Ts)  소금(0.3Ts)을 넣어 한 번 더 곱게 간다.||6. 그릇에 애호박면과 토마토소스를 담고  바질잎(1장)과 블랙올리브 파우더를 뿌려 마무리한다.,0,토마토 참외 오이 양파 마늘 애호박 바질 블랙올리브 파우더 레몬즙 올리브유 소금 페페론치노 간장 식초 꿀
594,새우채소 김치롤,기타,반찬,121.1,5.5,14.2,4.7,526.4,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr9nfC,[ 2인분 ] 김치(¼포기)  오이(1개)  파프리카(노랑  빨강 각 1개)  깻잎(5장)  새우(2마리)  달걀물(2개 분량)  무순(⅓줌)  크래미(2줄)  식용유(0.3ts),김치를 물에 담그고  크래미 및 새우를 물에 데치면 나트륨 섭취를 줄일 수 있어요.,1. 김치는 깨끗하게 씻어 찬물에 30분간 담근 뒤 건져내고  물기를 꼭 짠 뒤 윗동을 약간 자른다.||2. 오이와 파프리카는 5cm 길이로 채 썰고  깻잎과 무순은 깨끗하게 씻어 물기를 빼고  크래미는 낱낱이 가른다.||3. 새우는 껍질을 벗기고  끓는 물에 익을 때까지 데쳤다 건져 길게 2등분한다.||4. 약한 불로 달군 팬에 식용유를 두르고  달걀물을 부어 지단을 부친다.||5. 김발에 김치를 한 장씩 겹쳐 넓게 펼친다.||6. 김치 위에 지단  손질한 채소  새우를 올리고  돌돌 말아 한입 크기로 썰어 마무리한다.,0,김치 오이 파프리카 깻잎 새우 달걀 무순 크래미 식용유
595,떡순이 두부쌈,기타,일품,517,47.4,32.5,22,566,http://www.foodsafetykorea.go.kr/uploadimg/20231106/20231106030518_1699250718775.jpg,[ 2인분 ] 누들 떡볶이 떡(20개  130g)  소고기 양지(110g)  어묵(1장  40g)  양배추(60g)  떡볶이양념파우더(30g) [추가 재료] 쌈두부(100g)  부추(10g)  파프리카(빨간색  노란색 각 30g)  식용유(25g)  물(150g), 가정 간편식의 떡볶이양념파우더를 소량 사용하여 나트륨과 당류 사용량을 줄였어요.<br>   떡볶이 소스는 뿌리지 않고 찍어 먹도록 하여 나트륨 섭취량을 줄였어요.,1. 양배추  어묵  파프리카를 길게 썰고 부추는 한번 데친다.||2. 팬에 식용유를 살짝 두르고 어묵을 볶아 꺼내고  같은 팬에 소고기 양지를 구워 준비한다.||3. 냄비에 물과 누들 떡볶이 떡을 넣어 끓이고 떡이 익으면 건져낸다.||4. 떡볶이양념파우더를 넣고 조려서 떡볶이 소스를 만든다.||5. 쌈두부를 깔고 조리한 소고기 양지  떡과 손질한 어묵  파프리카  양배추를 올린 후 싸서 데친 부추로 묶는다.||6. 떡볶이 소스를 곁들여 마무리한다.,0,누들 떡볶이 떡 소고기 양지 어묵 양배추 떡볶이양념파우더 쌈두부 부추 파프리카 식용유 물
596,두부샐러드 메밀김밥,기타,일품,423.9,30.2,30.4,20.1,561.9,http://www.foodsafetykorea.go.kr/uploadimg/20231106/20231106040351_1699254231703.jpg,[ 2인분 ] 메밀면(생면  166g)  오이(55g)  양파(42g)  당근(25g)  족발(200g)  달걀지단(20g)  [추가 재료] 양배추(50g)  사과(1/4개=60g)  깻잎(15g)  리코타 치즈(60g)  연두부(80g)  다진 레몬청 과육(50g)  참기름(14g)  간장(20g)  김(2장), 레몬청 과육을 활용한 소스를 직접 만들어 나트륨 사용량을 줄였어요. <br> 사과  레몬청 과육을 사용하여 설탕 대신 과일의 단맛을 활용했어요.,1. 당근  양파  깻잎은 깨끗이 씻고  오이  양배추  사과는 채 썬다.||2. 리코타 치즈  연두부  다진 레몬청 과육을 섞어 소스를 만들고 양배추  사과와 함께 버무려 두부 리코타 샐러드를 만든다.||3. 메밀면을 4분간 삶아 물기를 제거한 후 참기름  간장을 넣어 버무린다.||4. 족발은 전자레인지에 1분간 돌리고 채 썰어 준비한다.||5. 김을 깔고 양념한 메밀면 → 깻잎 → 오이 → 당근 → 양파 → 두부 리코타 샐러드 → 족발 순서로 올려 말아 김밥을 만든다.||6. 김밥을 먹기 좋은 크기로 썰고 달걀지단을 올려 마무리한다.,0,메밀면 오이 양파 당근 족발 달걀지단 양배추 사과 깻잎 리코타치즈 연두부 레몬청 참기름 간장 김
597,토마토채소스프와 연어소바찜,찌기,일품,260,37.2,16.3,5.1,250.5,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NeTnFJF6ZH,토마토(356g)  무(6g)  당근(6g)  마늘(5g)  양파(6g)  연어(100g)  메밀면(70g)  월계수잎(2g)  소금(1g),칼륨 함량이 높은 토마토는 나트륨 배출에 도움을 줘요.,1. 토마토(100g)와 무  당근  마늘  양파는 작게 썰고  연어는 길게 2장으로 포를 뜬다.||2. 믹서에 토마토(250g)를 넣어 간 뒤 체에 걸러 월계수잎과 함께 3분간 졸인다.||3. 졸인 토마토에 작게 썬 토마토와 무  당근  마늘  양파  소금을 넣어 1분간 볶다가 물(250㎖)을 넣고 5분간 끓인다.||4. 끓는 물(800㎖)에 메밀면을 넣어 4분간 삶아 찬물에 헹군 뒤 포 뜬 연어에 돌돌만다.||5. 면포 깐 찜기에 김이 오르면 메밀면을 감싼 연어를 넣어 3분간 찐다.||6. 그릇에 토마토채소스프와 연어소바찜을 담아 마무리한다.,0,토마토 무 당근 마늘 양파 연어 메밀면 월계수잎 소금
598,참나물무말이 물김치,기타,반찬,34.4,7.5,0.8,0.2,209,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NeTnFJF29h,참나물(30g)  무(20g)  레몬(1개)  설탕(10g)  사과식초(20g)  물(20㎖)  사과식초(15g)  마늘(2쪽)  홍고추(1개)  사과(½개),식초를 사용하여 맛에 새콤함을 주어 나트륨의 사용을 줄였어요.,1. 끓는 물(500㎖)에 참나물 줄기를 1분간 데쳐 건진 뒤 찬물에 헹군다.||2. 무는 둥근 모양을 살려 얇게 썰고  참나물 잎은 얇게 채 썰고  레몬은 강판에 갈아 제스트를 만든다.||3. 냄비에 절임물 재료와 물(40㎖)을 넣어 2분간 끓인 뒤 손질한 무를 넣어 30분간 절인다.||4. 믹서에 김칫국물 재료를 넣어 간 뒤 고운체에 거른다.||5. 절인 무에 채 썬 참나물 잎을 올려 돌돌 말고 데친 참나물 줄기로 묶는다.||6. 그릇에 무말이와 김칫국물을 담은 뒤 레몬 제스트를 뿌린다.,0,참나물 무 레몬 설탕 사과식초 물 사과식초 마늘 홍고추 사과
599,소고기 무국,끓이기,국&찌개,46.5,3.42,6.49,0.77,226.87,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408110212_1554688932975.jpg,소고기 14g  무 15g  파 3g  느타리버섯 5g  숙주 5g  저염간장 10g  물 150g,물과 간장을 1:1 비율로 섞고 야채를 넣어 끓인 뒤 식혀 만든 저염간장으로 나트륨을 줄여요.,1. 소고기를 먹기 좋은 크기로 썬다.||2. 무를 한입 크기로 썬다.||3. 냄비에 참기름을 두르고 고기의 핏기가 없어질 때 까지 볶는다.||4. 고기가 익으면 무를 넣고 투명해질 때 까지 볶는다.||5. 중불에서 물을 붓고 끓으면 느타리버섯을 넣는다.||6. 숙주나물과 파를 넣고 한소끔 끓이고 저염간장과 고춧가루를 넣는다.,0,소고기 무 파 느타리버섯 숙주 간장 물
600,매운락교무침,기타,반찬,46.9,8.4,0.9,1.1,500.6,http://www.foodsafetykorea.go.kr/uploadimg/20230309/20230309033105_1678343465526.jpg,필수 재료 : 락교(30g)  쪽파(2g)  마늘(0.1g) 양념장 : 고춧가루(0.3g)  설탕(0.3g)  참기름(0.1g)  참깨(0.1g),락교를 한 번 헹궈 짠맛을 제거했어요. 고춧가루로 매운맛을 더해 맛을 냈어요.,1. 락교는 물에 헹군다.||2. 락교의 물기를 제거한다.||3. 쪽파는 송송 썬다.||4. 마늘은 곱게 다진다.||5. 양념장을 만든다.||6. 락교와 쪽파  다진마늘에 양념장을 골고루 버무려 마무리한다.,0,락교 쪽파 마늘 고춧가루 설탕 참기름 참깨
601,채소초밥,기타,일품,393.26,87.64,7.59,1.37,144.48,http://www.foodsafetykorea.go.kr/uploadimg/20190410/20190410014740_1554871660142.jpg,쌀 40g  현미 30g  현미찹쌀 5g  애호박 20g  새송이버섯 20g  우엉 20g  적파프리카 15g  황파프리카 15g  주황파프리카 15g  식초 2.5g  설탕 2g  파래김 1g  미향 1g  레몬 0.3g  건다시마 0.1g,레몬을 넣어 상큼하게 만든 배합초로 다른 양념 없이도 맛있게 먹을 수 있어요.,1. 쌀  현미  현미찹쌀은 물에 불린 뒤 고슬고슬하게 밥을 짓는다.||2. 분량의 식초  설탕  다시마  레몬  미향을 넣고 초밥용 배합초를 만들어 밥과 섞는다.||3. 우엉은 0.5cm 두께로 슬라이스 한 뒤 끓는 물에 데쳐 팬에 굽는다.||4. 애호박  파프리카는 초밥 크기로 썰어 소금물에 절인 뒤 팬에 굽는다.||5. 밥을 초밥모양으로 길쭉하게 만든 뒤 파프리카  우엉  버섯  애호박을 올려 초밥을 만든다.||6. 길게 썬 파래김으로 채소가 고정되도록 밥을 감싼다.,0,쌀 현미 현미찹쌀 애호박 새송이버섯 우엉 파프리카 식초 설탕 파래김 미향 레몬 건다시마
