index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
26,고추장 라따뚜이,굽기,반찬,62.6,7.6,3.1,2.2,138.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00193_2.png,주재료 : 애호박 70g(1½개)  양송이버섯 60g(3개)  가지 70g(1/2개)  저염살라미 25g  사과 60g(1/3개) 소스 :양파 40g(1/5개)  마늘 10g(2개)  토마토 600g(3개)  설탕 10g(2작은술)  바질 50g  고추장 15g(1큰술),칼륨이 풍부한 토마토를 사용하여 나트륨 배출에 도움을 주며  살라미는 끓는 물에 데쳐 염분을 제거한 후 사용한다.,1. 양파와 마늘은 다져서 볶다가 토마토 과육과 설탕  바질을 넣고 고추장을 섞어 토마토 소스를 만든다.||2. 가지  양송이버섯  애호박  사과는 썰고 살라미는 데친다.||3. 오븐용 팬에 토마토 소스를 넓게 펴준 뒤 애호박  가지  양송이버섯  살라미를 겹치게 넣고 180℃로 예열한 오븐에 넣고 30분 구워 완성한다,0,애호박 양송이버섯 가지 저염살라미 사과 양파 마늘 토마토 설탕 바질 고추장
27,민들레 샐러드,기타,반찬,53.9,10.9,2.4,0,874.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00201_2.png,주재료 : 민들레 잎 40g  비트 5g(1작은술)  오렌지(껍질) 40g(1/5개) 드레싱 : 간장 20g(1⅓큰술)  다진 홍고추 10g(1개)  레몬즙 60g(4큰술)  설탕 6g(1작은술),간장에 생수를 희석하여 염도를 낮추고 레몬의 상큼함을 강조한다.,1. 간장  레몬즙  설탕  다진 홍고추를 섞어 드레싱을 만든다.||2. 민들레 잎은 4×4cm로 썰고  비트는 채 썰고 물에 담가 색을 뺀다.||3. 오렌지는 씻어 껍질만 발라 채 썰고 민들레 잎  비트  오렌지 껍질을 섞어 접시에 담고 드레싱을 곁들인다.,0,민들레 잎 비트 오렌지 간장 다진 홍고추 레몬즙 설탕
28,토마토 가지 카프레제,굽기,후식,90.5,7.4,1.2,6.2,11.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00202_2.png,주재료 : 가지 100g(1개)  토마토 200g(1½개)  무순 20g  마늘 10g(2개)  올리브오일 5g(1작은술) 드레싱 : 올리브오일 25g(2큰술)  발사믹식초 60g(4큰술)  후춧가루 2g(1/2작은술),칼륨 함량이 높은 토마토와 가지 사용하여 나트륨의 배출을 돕고  가지와 토마토의 영양성분 중 베타카로틴은 시력보호와 피부노화에 효과가 있다.,1. 올리브오일  발사믹식초  후춧가루를 섞어 차게 식혀 드레싱을 만든다.||2. 가지와 토마토는 5mm두께로 썰고 120도 오븐에 20분 구운 후 구운 가지는 물기를 제거한다.||3. 팬에 올리브오일을 두르고 약불에서 채 썬 마늘을 볶다가  가지를 넣고 구운 후 접시에 토마토  가지를 번갈아 담고 무순으로 장식하고 드레싱을 곁들인다.,0,가지 토마토 무순 마늘 올리브유 발사믹식초 후춧가루
29,우렁된장소스 배추롤,찌기,일품,326.3,43,22.3,7.2,976,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00636_2.png,돼지고기(50g)  배춧잎(5장)  부추(30g)  쌀(100g)  당근(20g)  표고버섯(2개)  양파(50g)  애호박(1/2개)  우렁이(100g)  된장(30g),된장에 양파  당근  호박  표고버섯을 많이 섞어 나트륨 함량을 감소시키고  야채맛이 가득한 된장소스를 만들 수 있어요.,"1. 끓는 물에 배춧잎을 데친다.||2. 당근  호박  표고버섯  양파는
입자있게 다진다.||3. 돼지고기를 썰어 불린 쌀  다진 야채와
함께 밥을 짓는다.||4. 데친 배춧잎에 지어놓은 밥을 올려
돌돌만다.||5. 말아 놓은 배춧잎을 부추로 묶는다.||6. 찜통에 김이 오르면 ?번을 넣고 약 5분
정도 찐다.",0,돼지고기 배추 잎 부추 쌀 당근 표고버섯 양파 애호박 우렁이 된장
30,인삼떡갈비,굽기,반찬,253.3,15,26.9,9.5,196,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00637_2.png,소고기(100g)  돼지고기(100g)  대추(3알)  양파(30g)  마늘(20g)  배(1/4개)  애호박(1/2개)  단호박(1/4개)  파프리카(50g)  인삼(1뿌리)  양송이(5개)  배추잎(5장)  저염간장(20g)  설탕(20g)  소금(0.2g)  후춧가루(0.01g) 두부(50g),대추의 단맛 때문에 간장을 적게 쓸 수 있어 나트륨을 줄일 수 있어요,"1. 대추는 돌려 깍아 씨를 제거 하고 곱게
다진다.||2. 다진 소고기와 돼지고기에 대추와 소금
후춧가루를 넣고 치댄다.||3. 애호박과 단호박  파프리카는
입자있게 썰어 ?에 넣고 잘 치댄다.||4. 양송이는 편으로 썰어 팬에 익히고 
인삼을 뇌두를 자르고 깨끗이 씻어
팬에 볶아 잘게 썰어 ?에 넣는다.||5. 재료가 골고루 섞인 떡갈비를 갈비
모양으로 만든다.||6. 떡갈비를 팬에 굽고  접시에 배춧잎을
깔고 익힌 양송이를 올리고 떡갈비를
담는다.",0,소고기 돼지고기 대추 양파 마늘 배 애호박 단호박 파프리카 인삼 양송이 배추 잎 간장 설탕 소금 후추 두부
31,초계탕과 사색곤약,끓이기,반찬,100.1,7.7,15.4,0.9,54.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00638_2.png,닭고기(1마리)  가시오가피(10g)  대파(20g)  다시마(10g)  건새우(20g)  실곤약(100g)  비트(30g)  치자가루(10g)  마늘(20g)  소금(0.3g)  후춧가루(0.01g)  양파(50g)  오이(50g)  겨자가루(10g)  식초(20g)  설탕(20g),다시마와 건새우의 천연 조미료 성분이 나트륨을 대신할 수 있어요.,"1. 닭을 깨끗이 손질하고  부위별로
자른다.||2. 냄비에 가시오가피  대파  다시마 
마늘  건새우를 넣고 은근히 끓인 후
닭을 넣고 약 20분 정도 삶아 건진 뒤
살을 찢어둔다.||3. 양파  오이는 채썰고 식초  설탕 
소금을 넣고 초절임한다||4. 겨자가루에 30℃ 정도의 물을 넣고
골고루 섞어 발효시키고  설탕  식초 
소금을 넣고 겨자소스를 만든다||5. 흰곤약과 비트  치자가루를 섞은 곤약 
채썬 다시마를 접시에 담는다.||6. 양파  오이 초절임과 닭살을 한쪽에
담아 먹기 직전에 겨자소스를 올린다.",0,닭고기 가시오가피 대파 다시마 건새우 실곤약 비트 치자가루 마늘 소금 후추 양파 오이 겨자가루 식초 설탕
32,호박잎 삼계탕,끓이기,일품,314.1,53.7,16,3.9,55.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00639_2.png,호박잎(5장)  닭고기(가슴살  120g)  찹쌀(100g)  대추(3알)  미나리(20g)  인삼(1뿌리)  소금(0.2g)  후춧가루(0.01g),소화가 잘되는 찹쌀을 사용하여 쫀득한 맛을 낼 수 있으며  별도 소스없이 고소한 맛을 즐길 수 있어요.,"1. 찹쌀은 깨끗이 씻어 30분 정도 불린다||2. 불린 찹쌀은 냄비에 넣고 질게 밥을
한다.||3. 닭가슴살은 넓게 펴서 소금 
후춧가루를 뿌린다.||4. 호박잎과 미나리는 끓는 물에 살짝
데치고  대추는 돌려 깎아 씨를
제거하고 인삼은 뇌두를 제거한 뒤
채를 썰어둔다.||5. 데친 호박잎에 닭 가슴살을 올린다.||6. 닭 가슴살위에 찹쌀밥과 준비한 야채와
대추를 올려 돌돌 말아 질게 된
찹쌀밥에 넣고 약 20분 정도 더 쪄낸다.",0,호박잎 닭가슴살 찹쌀 대추 미나리 인삼 소금 후추
33,황태미역 곤약스프,끓이기,국&찌개,124.9,3.2,14.3,6.1,790.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00640_2.png,황태채(100g)  곤약(100g)  건미역(20g)  들깨가루(20g)  두부(50g)  된장(10g)  액젓(10g)  표고버섯(1개)  마늘(10g)  참기름(5g),된장에 두부를 섞어서 나트륨을 감소시킬 수 있어요.,"1. 된장에 두부를 넣고 골고루 섞는다.||2. 표고버섯과 마늘은 함께 갈아둔다.||3. 미역은 충분히 불린다.||4. 냄비에 황태채와 갈아둔 표고버섯 
마늘을 넣고 은근히 끓여 육수를
만든다.||5. 곤약은 납작납작하게 썰어 끓는 물에
데친다.||6. 육수에서 황태를 건져 두부된장과 함께
갈아 육수에 붓고  미역  곤약 
들깨가루를 넣고 약 20분 정도 끓인 후
액젓으로 간을 한다.",0,황태채 곤약 건미역 들깻가루 두부 된장 액젓 표고버섯 마늘 참기름
34,훈제오리가슴살 샐러드,굽기,반찬,261.8,11.5,21,14.6,636,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00641_2.png,오리고기(훈제오리 가슴살  150g)  발사믹소스(50g)  양파(30g)  파슬리(5g)  블루베리(20g)  레디쉬(1개),훈제오리와 양파채 및 레디쉬채와 블루베리를 함께 먹으면 나트륨 섭취도 감소시켜주고 훈제오리의 맛을 한층 더 좋게 만들어요,"1. 훈제오리 가슴살을 슬라이스한다.||2. 슬라이스한 훈제오리는 팬에 굽는다.||3. 양파는 채썰고 찬물에 담근 뒤 건진다.||4. 레디쉬는 채썰고 찬물에 담근 뒤
건진다.||5. 먹기 직전에 발사믹소스를 만든다.||6. 접시에 훈제오리와 양파채  레디쉬 
블루베리를 담고 발사믹소스를
올린다.",0,훈제오리 가슴살 발사믹소스 양파 파슬리 블루베리 레디쉬
35,훈제오리가슴살크러스트,굽기,반찬,250,13.5,17.2,14.1,352.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00642_2.png,오리고기(훈제오리 가슴살  150g)  로즈마리(2g)  오렌지(1개)  새송이버섯(1개)  파슬리(5g)  땅콩(50g)  올리브오일(20g)  유자청(20g)  후춧가루(0.5g,로즈마리를 사용하여 오리고기의 잡내를 제거하고  유자청을 이용한 소스는 소금을 적게 사용해도 맛을 좋게 만들어요.,"1. 훈제오리 가슴살은 올리브오일 
로즈마리  후춧가루로
마리네이드한다.||2. 새송이버섯은 편으로 썰고 팬에
굽는다.||3. 오렌지는 슬라이스로 썬다.||4. 땅콩과 파슬리는 입자있게 다진다.||5. 마리네이드한 오리 고기를 구워 접시에
담는다.||6. 유자청에 땅콩  파슬리가루를 넣고
소스를 만들고  구워진 오리고기
사이에 오렌지 슬라이스를 넣고
유자청소스를 올린다.",0,훈제오리 가슴살 로즈마리 오렌지 새송이버섯 파슬리 땅콩 올리브유 유자청 후추
36,간장소스를 곁들인 새우전복찜,찌기,반찬,119.1,8.2,19.2,1.1,455.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00643_2.png,전복(2개)  새우(3마리)  시금치(30g)  해초(20g)  저염간장(20g)  레몬(1/4개)  설탕(20g)  소금(0.1g)  마늘(10g)  녹말(10g)  식용꽃(60g),해초류를 사용해서 소금을 대신할 수 있어요.,"1. 전복은 수저로 떼어내어 소금으로 비벼
깨끗이 씻는다.||2. 시금치는 데쳐 다지고  새우는 껍질을
벗겨 전복  해초와 함께 다진다.||3. ?번을 잘 섞어 전복 껍질에 넣는다.||4. 찜통에 김이 오르면 속을 채운 전복
껍질을 넣고 약 10분 정도 찐다.||5. 저염간장  레몬  설탕  다진마늘을
넣고 살짝 끓여 소스를 만든다.||6. 간장소스에 전분을 풀어 농도를
맞추고  전복찜에 여러번 바르고
식용꽃을 올린다.",0,전복 새우 시금치 해초 간장 레몬 설탕 소금 마늘 녹말 식용꽃
37,검은콩국수,끓이기,일품,343.6,68.1,11.2,3,633.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00644_2.png,검은콩(200g)  메밀면(120g)  오이(30g)  방울토마토(1개)  땅콩(20g)  잣(10g)  참깨(5g),블랙푸드의 대표 주자인 검은콩으로 만들어 나트륨 함량을 줄일 수 있었어요.,"1. 검은콩은 깨끗이 씻어 약 12시간 정도
충분히 불린다.||2. 불린 검은콩은 20분 정도 삶아 깨끗이
씻는다.||3. 삶은 검은콩은 믹서기에 곱게 갈아
차갑게 식힌다.||4. 오이는 씨를 제거하고 깨끗이 씻어
채썬다.||5. 물을 끓여 메밀면을 삶고  찬물에
여러번 헹구어 건져 물기를 뺀다.||6. 메밀면을 그릇에 담고 차가운 콩 국물 
땅콩  잣  오이  방울토마토 및 통깨를
올린다.",0,검은콩 메밀면 오이 방울토마토 땅콩 잣 참깨
38,겨자소스로 구운 산마샐러드,굽기,반찬,112,16,3,4,144.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00645_2.png,산마(100g)  참나물(20g)  돈나물(20g)  토마토(100g)  레디쉬(1개)  어린잎(10g)  저염간장(20g)  식초(10g)  설탕(20g)  겨자가루(10g).,참나물  돈나물의 칼륨 성분이 체내에 쌓인 나트륨을 배출을 도와줘요.,"1. 어린잎은 찬물에 담근다.||2. 마는 껍질을 벗겨 동글동글하게 썬다||3. 썰어 놓은 마는 팬에 기름을 살짝
두르고 앞뒤로 굽는다.||4. 참나물  돈나물  토마토  레디쉬는
먹기 좋은 크기로 썬다.||5. 겨자가루는 30℃ 물을 섞어 발효
시킨다.||6. 저염간장에 식초  설탕  발효겨자를
넣고 골고루 섞어 소스를 만들고 
접시에 구운 마와 손질한 야채를 넣고
만들어 놓은 소스와 어린잎을 올린다.",0,산마 참나물 돈나물 토마토 레디쉬 어린잎 간장 식초 설탕 겨자가루
39,닭고기김치찌개,끓이기,국&찌개,277.1,1.79,5.87,2.73,776.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00271_2.png,재료 닭가슴살(60g)  애호박(30g)  미나리(20g)  청양고추(3g)  두부(60g) 김치(120g)  참기름(20g)  느타리버섯(10g)  달걀(50g) 육수 다시마(5g)  무(40g)  대파(5g)  양파(10g)  마른 고추(3g)  멸치(10g) 마늘(10g)  청주(10g)  물(300g),멸치다시마육수를 이용해 깊은 맛을 내 소금간을 줄여 나트륨 섭취를 적게 할 수 있고  달걀물을 부어 자극적인 맛을 줄였다.,"1. 육수 재료를 넣고 중간 불로 끓인 뒤
체에 걸러 육수를 만든다.||2. 닭가슴살은 채 썬 뒤 물에 넣고
삶는다.||3. 애호박은 반달 썰고  미나리는 5㎝
길이로 썰고  청양고추는 잘게 썬 뒤
찬물에 담가 씨를 빼고  두부는 한입
크기로 썰어 물에 담가둔다.||4. 김치를 한입 크기로 썬 뒤 참기름에
볶다가 육수를 붓는다.||5. 두부  애호박  느타리버섯  미나리 
닭가슴살을 넣어 끓어오르면
달걀물과 청양고추를 넣고 조금
더 끓여 마무리한다.",0,닭가슴살 애호박 미나리 청양고추 두부 김치 참기름 느타리버섯 달걀 다시마 무 대파 양파 마른 고추 멸치 마늘 청주 물
40,완자김치찌개,끓이기,국&찌개,161.1,1.34,6.78,2.61,355,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00272_2.png,재료 콩나물(30g)  김치(50g) 두부(40g)  붉은 고추(15g) 다진 돼지고기(등심  60g)  새우젓(5g) 육수 대파(10g)  마늘(5g)  쇠고기(50g),김치는 물에 한 번 씻어 염분을 최대한 제거하고  쇠고기육수로 깊은 맛을 내고 붉은 고추로 매콤한 맛을 더해 소금간을 하지 않아 나트륨 섭취를 줄였다.,"1. 대파  마늘  쇠고기를 물(300g)과
함께 끓인 뒤 면포에 걸러 육수를
만든다.||2. 콩나물  김치를 물에 씻어 손질한다.||3. 두부는 물기를 빼고  붉은 고추는
다진 뒤 돼지고기와 섞어 반죽해
동그랗게 빚어 완자를 만든다.||4. 김 오른 찜기에 완자를 넣어 찐다.||5. 육수를 끓이고 끓어오르면 김치 
콩나물  새우젓을 넣는다.||6. 한소끔 더 끓이다가 완자를 넣고
조금 더 끓여 마무리한다.",0,콩나물 김치 두부 홍고추 다진 돼지고기 새우젓 대파 마늘 소고기
41,백김치콩비지찌개,끓이기,국&찌개,195.3,3.13,2.99,2.99,447.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00273_2.png,재료 풋고추(10g)  백김치(100g)  콩비지(100g) 양념 참기름(8g)  후춧가루(0.2g)  다진 마늘(10g)  간장(2g),콩비지찌개를 끓일 때 넣는 묵은지 대신 백김치를 넣어 염분을 줄이고 깔끔한 맛을 냈다.,"1. 풋고추는 잘게 다진다.||2. 백김치는 먹기 좋은 크기로 썬다.||3. 냄비에 백김치를 볶다가 김치가
익으면 참기름  후춧가루 
다진 마늘을 넣고 볶는다.||4. 물(200g)을 넣고 끓인다.||5. 물이 끓으면 콩비지와 간장 
풋고추를 넣어 약한 불에서 15분
정도 끓여 마무리한다.",0,풋고추 백김치 콩비지 참기름 후추 마늘 간장
42,오징어김치찌개,끓이기,국&찌개,159.1,2.5,2.4,0.7,549,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00274_2.png,재료 오징어(100g)  두부(50g)  팽이버섯(20g)  붉은 고추(4g) 고구마(30g)  콩나물(20g)  김치(140g)  쑥갓(20g) 육수 무(50g)  다시마(5g)  대파(20g)  멸치(10g)  물(300g) 양념 참기름(10g)  들깻가루(5g),김치의 속을 덜어내 염분을 줄였고  김치 자체의 간만을 이용해 나트륨 섭취량을 줄였다.,"1. 육수 재료를 넣고 끓인 뒤 체로 걸러
육수를 낸다.||2. 오징어 몸통은 큼지막하게 썰고
다리는 얇게 썬다.||3. 두부와 버섯은 먹기 좋게 썰고 
고추는 어슷하게 썰고  고구마는
먹기 좋은 크기로 썰고  콩나물은
다듬는다.||4. 김치는 먹기 좋은 크기로 썬 뒤
냄비에 참기름을 두르고 볶다가
고구마  콩나물  육수를 넣고 끓인다.||5. 자작하게 끓으면 오징어를 넣고
끓이고  오징어가 익으면 들깻가루를
넣고 끓인다.||6. 두부  팽이버섯  쑥갓  고구마 
붉은 고추를 넣고 끓여 마무리한다.",0,오징어 두부 팽이버섯 홍고추 고구마 콩나물 김치 쑥갓 무 다시마 대파 멸치 물 참기름 들깻가루
